Country,Currency Name,Currency Code,ISO Code,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Population 2024,Population 2025,GDP 2018,GDP 2019,GDP 2020,GDP 2021,GDP 2022,GDP 2023,GDP 2024,GDP 2025,GDP Growth 2018,GDP Growth 2019,GDP Growth 2020,GDP Growth 2021,GDP Growth 2022,GDP Growth 2023,GDP Growth 2024,GDP Growth 2025,GDP Per Capita 2018,GDP Per Capita 2019,GDP Per Capita 2020,GDP Per Capita 2021,GDP Per Capita 2022,GDP Per Capita 2023,GDP Per Capita 2024,GDP Per Capita 2025,Unemployment 2018,Unemployment 2019,Unemployment 2020,Unemployment 2021,Unemployment 2022,Unemployment 2023,Unemployment 2024,Unemployment 2025,Population Growth Rate 2018,Population Growth Rate 2019,Population Growth Rate 2020,Population Growth Rate 2021,Population Growth Rate 2022,Population Growth Rate 2023,Population Growth Rate 2024,Population Growth Rate 2025,Defense Expenditure (% of GDP) 2018,Defense Expenditure (% of GDP) 2019,Defense Expenditure (% of GDP) 2020,Defense Expenditure (% of GDP) 2021,Defense Expenditure (% of GDP) 2022,Defense Expenditure (% of GDP) 2023,Defense Expenditure (% of GDP) 2024,Defense Expenditure (% of GDP) 2025,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fertility Rate,Median Age,Urban Pop %,World Share,Age Structure (0-14),Age Structure (15-64),Age Structure (65+),GDP (PPP),GDP (Official Exchange Rate),Inflation Rate,GDP Composition - Agriculture,GDP Composition - Industry,GDP Composition - Services,Life Expectancy (both),Life Expectancy (female),Life Expectancy (male),Religion 1,Religion 2,Religion 3,Religion 4,Religion 5,Religion 1 Percentage,Religion 2 Percentage,Religion 3 Percentage,Religion 4 Percentage,Religion 5 Percentage
Montenegro,Euro,€,EUR,622227,622028,621306,619211,617213,616177,,,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034,,,5.0778888113381,4.06294499167197,-15.3068937570407,13.0434642521552,6.40668032879275,6.33769754243548,,,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266,12221.4775546967,,,15.19,15.128,17.878,16.543,14.851,14.621,,,-0.0234613531527775,-0.0319870125812963,-0.116139360968958,-0.337762721786185,-0.323190384386897,-0.167992320943883,,,1.36929487275714,1.33441196432034,1.73802726045562,1.55528019503059,1.60746495179336,1.63424966016394,,,0.78,4927.0,47.0,13450.0,-1686.0,1.8,40.0,68.0,0.01,17.7,64.4,17.9,17.173,7.531,8.58,5.5,12.5,62.2,77.25,80.45,73.92,Catholic,,,,,72.1,,,,
Mongolia,Mongolian tögrög,₮,MNT,3208189,3267673,3327204,3383741,3433748,3481145,,,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,,,7.74488062024881,5.60224422064255,-4.55775197583431,1.63676957736662,5.0327096366527,7.4221127615025,,,4107.64288528468,4347.54610314873,4001.25193077703,4517.61578018785,4993.51487463495,5838.63108083902,,,5.377,9.269,6.594,7.747,6.211,5.503,,,1.86480192831175,1.8371507310985,1.80542008661223,1.684959051396,1.46704738017187,1.3708886685104,,,0.668952463384853,0.661538119118052,0.709909468541962,0.619505072530135,0.513936273012978,0.60144199287179,,,1.27,43608.0,2.0,1553560.0,83.0,2.6,27.0,67.0,0.04,25.7,68.4,5.9,56.474,20.325,10.35,9.9,39.5,41.0,71.99,76.66,67.49,Muslim,,,,,51.7,,,,
Northern Mariana Islands,N/A,N/A,N/A,49077,48129,47528,46979,46078,45143,,,1301000000,1179000000,866000000,914000000,1096000000,,,,-19.4973343488195,-11.4474929044465,-29.0598290598291,4.96987951807229,16.6427546628408,,,,26509.3628379893,24496.6652122421,18220.8382427201,19455.50139424,23785.754590043,,,,,,,,,,,,-1.78121757640998,-1.95055872430955,-1.25658949836081,-1.16183177026859,-1.93650806828242,-2.05003835843766,,,,,,,,,,,-1.92,-865.0,96.0,460.0,-1097.0,2.3,37.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Mozambican metical,Mt,MZN,29018644,29884380,30783688,31707800,32656246,33635160,,,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473,,,3.48493202422782,2.31781394821475,-1.21952250011192,2.37743572761507,4.36445074535436,5.43685912188634,,,517.507260258101,519.09255091362,462.433876479921,509.907829475551,578.251663751351,622.985619320596,,,3.604,3.646,3.921,4.053,3.596,3.519,,,2.98089902972538,2.9397415898529,2.96490034295304,2.9577768101764,2.9473431712575,2.95358093047219,,,1.32376513698605,1.39914908531853,2.03395010408449,1.95882072271488,1.49982831285104,1.73193242255364,,,2.96,996606.0,44.0,786380.0,-38940.0,4.7,16.0,41.0,0.42,44.7,52.4,2.9,50.844,20.954,7.13,25.9,21.3,40.8,63.8,66.74,60.49,Catholic,,,,,27.2,,,,
Mauritania,Mauritanian ouguiya,UM,MRU,4337685,4467708,4600131,4734874,4875637,5022441,,,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709411.4594,,,4.77217365692621,3.14100489306969,-0.360657384151068,0.742715395138262,6.79600510182286,6.50718719858594,,,1722.93528854073,1767.072710621,1795.76459566714,1947.78918383313,1960.35240077424,2120.82320358953,,,10.407,10.416,11.054,11.144,10.531,10.446,,,2.97356403059489,2.95347297852629,2.92092559048913,2.88703345850902,2.92956466448208,2.96653079197429,,,2.13128230977177,1.99633301217738,2.38926918122421,2.29399489807024,2.27905225899349,2.54863177213623,,,2.93,146954.0,5.0,1030700.0,-2185.0,4.6,17.0,60.0,0.06,35.7,59.9,4.4,31.434,10.652,4.95,18.7,30.6,43.8,68.71,70.73,66.7,Muslim,,,,,100.0,,,,
Mauritius,Mauritian rupee,Re or Rs (pl.),MUR,1265577,1265985,1266014,1266334,1262523,1261041,,,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12927979286.0453,14644524819.0054,,,4.00674057198549,2.89128499346516,-14.5465381490166,3.40379866177662,8.87988519700977,6.95828740328457,,,11643.4605962124,11403.2527870674,9011.04288445023,9068.97300226707,10239.7970461095,11613.0441587588,,,6.426,6.331,8.626,7.719,6.322,5.571,,,0.0545354541381391,0.0322330642925213,0.00229068020969373,0.0252729878913446,-0.301401216835277,-0.117452949112512,,,0.156385299781821,0.148796738188038,0.161615351006251,0.171377098585721,0.138800420437177,0.152776819903266,,,-0.19,-2419.0,626.0,2030.0,-2787.0,1.2,37.0,41.0,0.02,15.1,71.0,13.9,33.532,14.645,7.05,3.9,18.6,64.9,75.1,78.34,72.11,Catholic,,,,,48.5,,,,
Malawi,Malawian kwacha,K,MWK,18528081,19025752,19533888,20047258,20568728,21104482,,,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792,,,4.35356471619211,5.71682519194337,0.793596429787286,4.55829212016083,0.921115069005936,1.89245798756383,,,533.203173686705,580.889816066776,602.507478176106,617.447520802454,604.269751184515,602.343619809252,,,5.014,4.966,5.728,5.662,5.037,5.033,,,2.67117568591664,2.65059567621331,2.63573735113183,2.59415828794597,2.567947782963,2.57135708610945,,,0.589501502223623,0.760781826918983,0.834281207531417,0.75913111163443,0.969701635412184,1.01087787932399,,,2.61,550804.0,230.0,94280.0,-1507.0,3.6,18.0,19.0,0.27,37.7,58.4,3.9,34.789,12.712,28.79,30.4,15.3,47.5,67.56,70.77,64.27,Catholic,,,,,33.5,,,,
Malaysia,Malaysian ringgit,RM,MYR,32910967,33440596,33889558,34282399,34695493,35126298,,,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,399705169318.477,,,4.84308697634881,4.41318742129586,-5.45684658426701,3.31534954399166,8.86182187578046,3.55548715410509,,,10901.8019954421,10920.191763972,9957.52626697613,10903.1116425938,11748.0919307944,11379.0861000632,,,3.3,3.26,4.54,4.64,3.93,3.869,,,1.70174731907235,1.59646653343981,1.33363323143911,1.15251304394292,1.1977720012836,1.23402869169549,,,0.960104126677078,0.893413280938052,0.999653920235799,0.982646998395369,0.902025405170821,0.929671716200106,,,1.23,431375.0,108.0,328550.0,174770.0,1.5,31.0,77.0,0.44,22.2,69.4,8.4,1.153,399.705,2.49,7.8,37.7,53.4,76.82,79.52,74.45,Muslim,,,,,63.5,,,,
Namibia,Namibian dollar,$,NAD,2577327,2650494,2728762,2810548,2889662,2963095,,,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12567271004.6761,12351025066.9131,,,1.05993949860752,-0.839152163419357,-8.10140201443319,3.60382919248703,5.34966408559102,4.159985754998,,,5308.60813408705,4731.9210318831,3878.58982993966,4412.8355693052,4349.04532248966,4168.28521087347,,,19.877,19.921,21.004,20.922,19.695,19.365,,,2.77246337174234,2.79932223646079,2.91019887709682,2.95314556354467,2.77600581415178,2.50947899094054,,,3.33269228396146,3.29742631401913,3.48015259214476,3.21504841090915,2.91723613941163,2.73954354378882,,,2.26,67036.0,4.0,823290.0,4211.0,3.2,21.0,54.0,0.04,34.1,62.0,3.9,29.944,12.351,5.88,7.7,30.0,53.4,67.52,71.48,63.45,Jewish,,,,,97.5,,,,
New Caledonia,CFP franc,₣,XPF,283541,283606,284176,285214,287123,289870,,,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,,,,3.99570728203879,-1.40000000198451,-2.40000000064407,-2.09999999762849,3.49999999631376,,,,34902.8968780031,33411.3358835672,33270.330597637,35311.5543551452,33516.363085906,,,,11.702,10.88,13.558,11.54,10.71,10.939,,,-0.00176339785610822,0.0229217470195887,0.200781353226217,0.364601116942216,0.66709196832953,0.952185123510063,,,,,,,,,,,0.96,2769.0,16.0,18280.0,455.0,2.0,34.0,75.0,0.0,20.7,68.4,10.8,,9.623,,1.8,22.3,65.2,78.92,81.41,76.46,Muslim,,,,,85.2,,,,
Niger,West African CFA franc,F.CFA,XOF,22188069,22947757,23717613,24502140,25311973,26159867,,,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852712.2963,16819170420.5653,,,7.21141802762897,5.93985257123522,3.55064109436891,1.38359636198477,11.9000000000277,2.49999999999999,,,578.568035680892,561.691304349698,579.512495758236,608.722439593808,609.745147574878,642.937917863471,,,0.535,0.531,0.594,0.78,0.418,0.425,,,3.45088050525461,3.36654855482346,3.29977391625444,3.25425239869281,3.25170642220024,3.29489175812772,,,1.79380881698289,1.91733600650351,1.73360752172491,1.35370281969671,1.66437842193306,2.07013590428489,,,3.34,872545.0,21.0,1266700.0,-4041.0,5.9,15.0,18.0,0.33,49.5,47.8,2.7,44.561,16.819,3.7,47.8,20.2,26.9,61.43,62.41,60.49,Muslim,,,,,95.5,,,,
Nigeria,Nigerian naira,₦,NGN,204938755,209485641,213996181,218529286,223150896,227882945,,,421739251509.08,474517490844.461,432198898467.795,440833635873.827,477403400101.174,363846332834.618,,,1.92275734200651,2.20842927714881,-1.79425308274458,3.64718654072446,3.25168140827093,2.86021499108364,,,2057.87944554011,2265.15520863056,2019.65706326224,2017.27486481527,2139.37478476974,1596.63696129001,,,5.067,5.206,5.742,5.45,3.821,3.074,,,2.31217263003389,2.1944019229433,2.13029714344341,2.09618685225463,2.09281687128387,2.09838916935738,,,0.506944517393582,0.459170524387093,0.632022913474166,1.01270192678284,0.650166691789414,0.807331105535844,,,2.1,4796533.0,255.0,910770.0,-35202.0,4.4,18.0,54.0,2.85,40.4,56.2,3.4,1.275,363.846,24.66,22.7,32.6,42.8,54.64,54.94,54.33,Catholic,,,,,53.5,,,,
Nicaragua,Nicaraguan córdoba,C$,NIO,6400080,6483657,6565267,6644741,6730654,6823613,,,13025234820.8225,12699028889.666,12681569254.2815,14144060853.1362,15649897116.8965,17829218219.3591,,,-3.36368764606334,-2.89702791954369,-1.75595289214087,10.3160912841791,3.75228475736668,4.56922317096145,,,2035.16750115975,1958.62132892996,1931.61515811642,2128.60980633198,2325.16737851871,2612.87066241288,,,5.2,5.472,6.201,6.118,4.961,4.716,,,1.31878207820366,1.29742127419157,1.25084741191992,1.20325375827905,1.28466010240759,1.37167812196347,,,0.62717222145559,0.605020089397565,0.629971870953776,0.549759399022683,0.537113968209365,0.545988464666081,,,1.36,92527.0,57.0,120340.0,-8189.0,2.2,26.0,58.0,0.08,25.1,68.9,6.0,51.088,17.829,8.39,15.3,27.3,46.3,75.1,77.58,72.46,Catholic,,,,,44.9,,,,
Netherlands,N/A,N/A,N/A,17231624,17344874,17441500,17533044,17700982,17877117,,,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06,,,2.25874039624952,2.30009159476197,-3.86795339323423,6.27683073230526,5.00723459045037,0.0745607216494903,,,53955.0770024266,53554.9007491475,53467.9277413737,60141.9880911492,59123.318556487,64572.0059558854,,,3.832,3.379,3.82,4.209,3.526,3.537,,,0.583933408920832,0.65507157480522,0.55554079025497,0.523490508168757,0.953278922854537,0.990139686700227,,,1.2166741818661,1.31836099648855,1.4412639825242,1.39825198400619,1.35218961159002,1.53256247074407,,,0.75,136218.0,541.0,33720.0,121628.0,1.4,41.0,89.0,0.22,15.2,64.1,20.7,1.277,1.154,3.84,1.7,18.7,69.6,82.3,83.85,80.72,Catholic,,,,,20.1,,,,
Norway,Norwegian krone,kr,NOK,5311916,5347896,5379475,5408320,5457127,5519594,,,439788625883.8,408742840909.091,367633418886.627,503367986030.268,593726965415.619,485310823603.662,,,0.828900664137592,1.12377787436797,-1.2781717845226,3.90868677689417,3.00563516076298,0.479647246011822,,,82792.8427113304,76430.5889473338,68340.0181033702,93072.8925119571,108798.451165901,87925.0944188399,,,3.801,3.684,4.424,4.359,3.231,3.572,,,0.660090844249,0.675061373245644,0.588757324043059,0.534772281874925,0.898395220610608,1.13818460655469,,,1.71529737478335,1.84373537818427,1.96598369239436,1.72102421396042,1.50052130230795,1.60728115834895,,,1.04,57493.0,15.0,365268.0,44356.0,1.4,40.0,86.0,0.07,16.3,64.5,19.1,499.357,485.311,5.52,2.1,39.0,50.0,83.46,84.97,81.94,Catholic,,,,,67.5,,,,
Nepal,Nepalese rupee,रु,NPR,28079689,28414064,28966574,29475010,29715436,29694614,,,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.67,40908073366.8455,,,7.62237610397935,6.65705543110467,-2.3696206292072,4.838149614115,5.63131455871746,1.95254463264347,,,1179.19843190389,1203.14294706401,1154.21517578318,1252.75076731986,1385.91066275016,1377.62603571292,,,10.559,10.389,12.975,12.186,10.844,10.628,,,0.244000280298262,1.18377302604311,1.92583106605859,1.74002411752275,0.81238557412485,-0.0700958873206174,,,1.4683282240739,1.33766548315175,1.35853467346652,1.26680103555809,1.11017534040148,1.07668555382218,,,-0.15,-43560.0,207.0,143350.0,-401282.0,2.0,25.0,24.0,0.36,25.8,67.8,6.4,144.31,40.908,7.11,21.2,12.1,55.4,70.64,72.14,69.09,Muslim,,,,,81.2,,,,
Nauru,Australian dollar,$,AUD,11477,11587,11643,11709,11801,11875,,,130937589.753517,124871111.377973,124530027.301054,175513984.500084,156803087.302496,154170289.321861,,,-1.21912201456978,8.48673659193109,1.98181949377276,7.20659466591439,3.02263627499464,0.590699675931191,,,11408.6947593898,10776.8284610316,10695.6993301601,14989.6647450751,13287.2711890938,12982.7612060515,,,,,,,,,,,1.34206654488781,0.953874731639391,0.482136103995375,0.565263581170869,0.782649677702407,0.625107627709329,,,,,,,,,,,0.61,72.0,597.0,20.0,-121.0,3.3,20.0,95.0,0.0,29.6,66.0,4.4,147.996,154.17,,,,,,,,Catholic,,,,,60.4,,,,
New Zealand,New Zealand dollar,$,NZD,4900600,4979200,5090200,5111300,5117200,5223100,,,211846555690.736,212846907683.439,212697530897.56,253644079784.977,246733522841.353,252175506110.168,,,3.49949703045593,2.36196217785604,-0.424906457573115,4.54624763852878,2.7748426484212,0.733302171674978,,,43228.6976473771,42747.2099299966,41785.6922905898,49624.1816729553,48216.5095836302,48280.8114166238,,,4.335,4.109,4.595,3.776,3.297,3.729,,,1.79124016759035,1.59115889619722,2.20478869594563,0.413665247040229,0.115363946900346,2.04836808947608,,,1.10503209089888,1.29316219672736,1.34084212677417,1.16430342619095,1.17182753584356,1.21763772932874,,,0.79,41108.0,20.0,263310.0,18766.0,1.7,38.0,83.0,0.06,19.0,64.2,16.9,255.026,252.176,5.73,5.8,19.0,67.1,82.25,83.89,80.6,Catholic,,,,,37.3,,,,
Oman,Omani rial,RO,OMR,4597877,4591241,4522497,4500424,4730226,5049269,,,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,111943823146.944,108810923276.983,,,1.28710391543288,-1.12863801728058,-3.37972052697999,2.5821749892893,9.5771061309605,1.3104401130721,,,19901.7615642016,19180.1864152801,16784.8630630058,19403.4600160211,23665.6394740852,21549.8368728192,,,1.8,2.04,2.94,1.9,3.3,3.176,,,1.32413960038748,-0.144431732263903,-1.50860829621662,-0.489266037731458,4.98013669293962,6.52704988451128,,,8.26760144238502,7.43921190765759,8.03024250539625,6.55798322028562,5.04380255784112,5.40426635123803,,,4.6,232269.0,17.0,309500.0,154219.0,2.5,29.0,93.0,0.06,29.8,66.2,4.0,193.445,108.811,0.95,2.3,54.3,46.4,80.25,82.05,78.72,Muslim,,,,,85.9,,,,
Pakistan,Pakistani rupee,Re or Rs (pl.),PKR,226928892,230800899,235001746,239477801,243700667,247504495,,,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,337912301397.727,,,6.15170261099519,2.49763692943365,-1.27408744338709,6.51388575852702,4.7781068690358,-0.0396925228069165,,,1569.33814626355,1390.41690981745,1278.39735206896,1455.31922370186,1538.3228133171,1365.27743222493,,,4.083,4.83,6.127,6.338,5.485,5.408,,,1.62371483290292,1.69187124669657,1.80375141301202,1.8867779716011,1.74799739792983,1.54880458608849,,,3.58696176378502,3.50584031595126,3.48667909020303,3.39171168148551,3.16297452063675,2.80148810180165,,,1.52,3764669.0,326.0,770880.0,-1401173.0,3.5,20.0,34.0,3.08,34.4,60.7,4.9,1.346,337.912,30.77,23.3,20.7,50.8,67.8,70.32,65.46,Muslim,,,,,96.5,,,,
Panama,Panamanian balboa,B/,PAB,4167860,4234700,4293261,4345405,4400773,4458759,,,67316471200,69778991200,57059846500,67396392500,76276116700,83318176900,,,3.91819807389903,3.10306788630359,-17.8212299695008,16.4671249191559,10.769665870619,7.39930155626219,,,16151.3273478476,16477.9066285687,13290.5608347594,15509.8069109784,17332.4360742988,18686.4050961265,,,5.161,6.256,14.663,10.177,8.086,6.544,,,1.67311565171591,1.59097727067192,1.37340966978709,1.20723809203153,1.26612423517538,1.30902688797168,,,,,,,,,,,1.27,56818.0,61.0,74340.0,6706.0,2.1,30.0,70.0,0.06,25.0,64.8,10.1,159.867,83.382,1.49,2.4,27.1,67.9,79.78,82.71,76.88,Catholic,,,,,55.0,,,,
Peru,Peruvian sol,S/,PEN,31897584,32449303,32838579,33155882,33475438,33845617,,,222597009739.235,228346006003.648,201409694755.934,226354278280.885,246488757636.211,267603248655.253,,,3.969351341365,2.24063176875049,-10.9333065010382,13.3552295093079,2.72550021563363,-0.55018230632048,,,6978.49121548627,7037.00803692604,6133.32552410183,6826.9720069846,7363.27206939639,7906.58502858,,,3.492,3.379,7.179,5.097,3.85,4.899,,,1.81253577188754,1.71486934751345,1.19250495254373,0.961612354333265,0.959183909355287,1.09975320783678,,,1.18979117011669,1.20589146228792,1.3148655415575,1.17822220959875,1.1531790524397,1.12118291334721,,,1.1,372231.0,27.0,1280000.0,18406.0,2.0,30.0,80.0,0.42,25.8,66.2,8.0,517.644,267.603,6.46,7.2,33.9,51.3,77.94,80.3,75.63,Catholic,,,,,66.4,,,,
Philippines,Philippine peso,₱,PHP,109465287,110804683,112081264,113100950,113964338,114891199,,,346841896583.515,376823402244.928,361751145451.597,394087359848.11,404353369604.631,437146372729.942,,,6.34148557098946,6.11852566118505,-9.5182947406494,5.71473313426225,7.58098212785563,5.54585117087767,,,3168.51036606257,3400.78949772302,3227.57910235199,3484.38593882819,3548.06930572116,3804.8725797521,,,2.338,2.237,2.522,3.398,2.598,2.222,,,1.23686033319068,1.21615534645287,1.1455140860985,0.905660310915421,0.760479216015364,0.810000998681961,,,1.18424717696738,1.13133132483668,1.29724003910725,1.40682254131819,1.31652615275187,1.24949555025566,,,0.83,952471.0,389.0,298170.0,-160373.0,1.9,26.0,49.0,1.42,30.2,64.3,5.6,1.138,437.146,5.98,9.4,28.2,62.4,69.95,72.96,66.99,Catholic,,,,,78.8,,,,
Palau,United States dollar,$,USD,17814,17798,17792,17783,17759,17727,,,288546281.25,281941562.5,258990843.75,235752906.25,255591062.5,281849062.5,,,0.110000000000014,0.199999999999847,-5.99942585620028,-13.7938879740177,-1.31844903330447,1.87706979817723,,,16197.7254546986,15841.1935329812,14556.5896891862,13257.2066721026,14392.1990258461,15899.4224911152,,,,,,,,,,,0.0112277550221814,-0.0898573575007226,-0.0337173366498603,-0.0505973306648282,-0.135051508906549,-0.180352864081089,,,,,,,,,,,-0.18,-32.0,38.0,460.0,-14.0,1.9,38.0,,0.0,17.5,71.3,11.2,280.025,281.849,12.8,3.0,9.9,76.7,,,,Catholic,,,,,46.9,,,,
Papua New Guinea,Papua New Guinean kina,K,PGK,9394513,9609010,9815746,10012896,10203169,10389635,,,24109780708.0268,24750626040.5917,23848447849.7467,26109413522.3081,31647277767.3976,30729242919.4411,,,-0.279252284959952,4.4805145710407,-3.16743204087665,-0.511353444150672,5.70758411822096,3.03570475499642,,,2566.36833735041,2575.77274251891,2429.61134586681,2607.57861884395,3101.71063200047,2957.68262498549,,,2.635,2.634,2.883,3.003,2.689,2.661,,,2.32386877655607,2.25754045467385,2.12866309675902,1.98860312209741,1.88244961375761,1.81103162496893,,,0.330226700251889,0.362698688154268,0.393261831182209,0.330331693451044,0.312718966367718,0.313337015687892,,,1.8,186867.0,23.0,452860.0,-707.0,3.1,23.0,12.0,0.13,,,,,,,,,,66.26,69.21,63.84,,,,,,,,,,
Poland,Polish złoty,zł,PLN,37974750,37965475,37899070,36981559,36821749,36687353,,,594616687350.017,602683770144.88,605914237903.742,689170230665.35,695607470875.276,809200697797.088,,,6.2458584723942,4.58045817256199,-2.03556882399977,6.92718266052501,5.25545697386036,0.138832754787188,,,15658.2120316794,15874.5220531254,15987.5753654045,18635.5104895754,18891.2121169279,22056.6661704127,,,3.835,3.267,3.155,3.268,2.811,2.743,,,-0.000200132782838419,-0.0244271070993493,-0.175062058196296,-2.45071905351772,-0.433070695882457,-0.365658526875775,,,2.04480024979944,1.97509539032691,2.28748515617247,2.24262361370911,2.22856108974913,3.83272853898223,,,-0.58,-223643.0,126.0,306230.0,-238062.0,1.3,42.0,59.0,0.47,14.2,65.9,19.8,1.628,809.201,11.53,2.7,30.1,57.5,78.81,82.49,75.1,Catholic,,,,,84.6,,,,
Puerto Rico,N/A,N/A,N/A,3193354,3193694,3281557,3262693,3220113,3205691,,,100958100000,105126400000,103130900000,106426600000,113567200000,117902300000,,,-4.36142703162535,1.67546379498209,-4.1808743093346,0.385222719529239,3.56811024720668,0.563519426800866,,,31615.0667918433,32916.866800639,31427.4291136799,32619.250416757,35268.0791015719,36779.0594913858,,,9.2,8.3,8.89,7.9,6,5.725,,,-4.0483910336329,0.0106465459574109,2.71397643163413,-0.576507689869367,-1.3136475878955,-0.448878435008411,,,,,,,,,,,0.01,181.0,366.0,8870.0,11561.0,0.9,45.0,,0.04,12.5,62.6,24.9,137.828,117.902,,0.7,49.1,50.6,81.9,85.38,78.28,Catholic,,,,,56.0,,,,
"Korea, Democratic People's Republic of",N/A,N/A,N/A,25931147,26037632,26136312,26232534,26328845,26418204,,,,,,,,,,,,,,,,,,,,,,,,,,,2.757,2.782,2.948,3,2.805,2.831,,,0.438418123483477,0.409804313568107,0.378273559953142,0.36747843663433,0.366471008261931,0.338821174570736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Euro,€,EUR,10283822,10286263,10297081,10361831,10434332,10578174,,,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898675068.927,289114289663.542,,,2.94628241620853,2.74568471619554,-8.20463206255478,5.55875752305435,6.98584193827881,2.52628110806764,,,23541.1401075289,23343.3628970034,22299.4044062173,24711.4510062111,24620.519556875,27331.2094945255,,,6.994,6.464,6.801,6.577,6.011,6.509,,,-0.160104021146769,0.0237334946497115,0.10511412524675,0.626850165433157,0.697256448023043,1.36912985956796,,,1.34025963919119,1.37469631433049,1.429790701133,1.51953308872168,1.39926906492031,1.51929712406409,,,-0.05,-5446.0,114.0,91590.0,20648.0,1.5,47.0,66.0,0.13,12.7,65.0,22.3,441.697,289.114,4.31,2.1,18.1,66.8,82.55,85.25,79.68,Catholic,,,,,79.7,,,,
Paraguay,Paraguayan guaraní,₲,PYG,6427382,6515058,6603739,6684182,6760464,6844146,,,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.0846,42956263543.9482,,,3.20425034076639,-0.40185510068001,-0.819785390971916,4.01673731780312,0.176038366132886,4.71412407945468,,,6258.44991640954,5821.18199548637,5365.47220721191,5976.9317978996,6205.62595379319,6276.35113919957,,,6.217,6.595,7.548,7.311,6.755,5.794,,,1.38999117307295,1.35488116957369,1.35198907049682,1.21078357917422,1.13476871860664,1.23021616038983,,,0.961156152749535,0.973840384070445,1.02757342677333,0.928803634265998,0.831483478747864,0.906254792632729,,,1.24,85007.0,17.0,397300.0,-12451.0,2.4,27.0,68.0,0.08,22.2,68.4,9.4,108.022,42.956,4.63,11.3,32.4,49.0,73.98,77.09,71.01,Catholic,,,,,80.4,,,,
"Palestine, State of",N/A,N/A,N/A,4569087,4685306,4803269,4922749,5043612,5165775,,,16276600000,17133500000,15531700000,18109000000,19165500000,17420800000,,,1.22707737782703,1.36268746558062,-11.3184661065134,7.01198227592003,4.08276027347105,-5.41093700031979,,,3562.33094270256,3656.85827137011,3233.56863835858,3678.63565662194,3799.95527015163,3372.34974423005,,,26.256,25.34,25.895,26.39,24.42,,,,2.5330114844554,2.51178246264674,2.48654993848325,2.45703865277568,2.42553777623863,2.39326476511584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,CFP franc,₣,XPF,279815,279034,279209,279792,280378,281118,,,6135116253.33452,6022276196.13871,5792545870.80614,6150640646.38319,5814661208.90544,,,,1.83202822787646,2.69993449863051,-7.05099065433484,2.09478896837454,4.46607459000271,,,,21925.616043938,21582.5892046801,20746.2720428286,21982.9038942614,20738.6499971661,,,,11.572,11.565,12.951,12.531,11.888,11.749,,,-0.0971598677616479,-0.279503231980126,0.0626967129843171,0.208586464560115,0.209222276724143,0.263581727538977,,,,,,,,,,,0.25,689.0,77.0,3660.0,-1261.0,1.5,35.0,66.0,0.0,20.3,68.7,11.0,,5.815,,2.3,10.7,76.2,84.19,86.62,81.9,Catholic,,,,,54.0,,,,
Qatar,Qatari riyal,QR,QAR,2580734,2638657,2794148,2504910,2657333,2656032,,,183334953818.681,176371267689.082,144411363345.27,179732009554.846,235709325708.341,213002809330.267,,,1.23487220191065,0.688240959581748,-3.55760399909477,1.62684672468288,4.18500971344966,1.18715991184813,,,71039.8490579352,66841.3013472693,51683.5054353851,71751.8831234838,88701.463350036,80195.874646942,,,0.11,0.1,0.14,0.14,0.13,0.13,,,1.3621056096195,2.21962210028933,5.72571544841687,-10.9274424335586,5.90701824957099,-0.0489708509014485,,,,,,6.4523551123317,6.96216611853725,,,,2.33,69341.0,263.0,11610.0,46105.0,1.7,34.0,97.0,0.04,13.1,85.4,1.5,308.522,213.003,3.03,0.3,60.4,45.3,82.52,83.48,81.78,Jewish,,,,,65.2,,,,
